"Year","Age","mx","qx","ax","lx","dx","Lx","Tx","ex","OpenInterval"
1915,85,0.22613,0.67455,2.01,2904,1959,8662,11799,4.06,FALSE
1915,90,0.2944,0.74722,1.71,945,706,2399,3137,3.32,FALSE
1915,95,0.31369,0.80043,1.94,239,191,610,739,3.09,FALSE
1915,100,0.3614,0.84479,1.85,48,40,111,129,2.71,FALSE
1915,105,0.41067,0.88054,1.76,7,7,16,18,2.41,FALSE
1915,110,0.44939,1,2.23,1,1,2,2,2.23,TRUE
1920,0,0.1708,0.1527,0.31,100000,15270,89401,4348338,43.48,FALSE
1920,1,0.03756,0.13642,1.3,84730,11559,307762,4258937,50.26,FALSE
1920,5,0.00606,0.02973,2,73171,2176,359321,3951175,54,FALSE
1920,10,0.00345,0.0171,2.55,70995,1214,351998,3591853,50.59,FALSE
1920,15,0.00532,0.02629,2.71,69781,1835,344704,3239855,46.43,FALSE
1920,20,0.00708,0.03479,2.57,67946,2364,333991,2895151,42.61,FALSE
1920,25,0.0073,0.03581,2.44,65582,2349,321891,2561161,39.05,FALSE
1920,30,0.00754,0.03701,2.49,63234,2340,310305,2239270,35.41,FALSE
1920,35,0.00845,0.04134,2.41,60893,2517,297935,1928964,31.68,FALSE
1920,40,0.00973,0.04745,2.4,58376,2770,284668,1631029,27.94,FALSE
1920,45,0.01174,0.05696,2.38,55607,3167,269735,1346361,24.21,FALSE
1920,50,0.01527,0.07347,2.44,52439,3853,252315,1076626,20.53,FALSE
1920,55,0.02113,0.10022,2.43,48586,4870,230429,824311,16.97,FALSE
1920,60,0.03437,0.15801,2.45,43717,6907,200953,593882,13.58,FALSE
1920,65,0.0496,0.21889,2.32,36809,8057,162442,392929,10.67,FALSE
1920,70,0.08708,0.35423,2.37,28752,10185,116956,230486,8.02,FALSE
1920,75,0.14514,0.51385,2.16,18567,9541,65733,113530,6.11,FALSE
1920,80,0.16454,0.55716,2.1,9027,5029,30565,47797,5.3,FALSE
1920,85,0.21275,0.6533,2.05,3997,2611,12275,17233,4.31,FALSE
1920,90,0.26878,0.72102,1.79,1386,999,3718,4957,3.58,FALSE
1920,95,0.30088,0.78708,1.97,387,304,1011,1240,3.21,FALSE
1920,100,0.35227,0.83768,1.87,82,69,196,228,2.77,FALSE
1920,105,0.40632,0.8783,1.77,13,12,29,33,2.43,FALSE
1920,110,0.44926,1,2.23,2,2,4,4,2.23,TRUE
1925,0,0.13924,0.12697,0.31,100000,12697,91187,4835483,48.35,FALSE
1925,1,0.02652,0.09893,1.27,87303,8637,325615,4744296,54.34,FALSE
1925,5,0.00446,0.02202,2.04,78666,1732,388196,4418682,56.17,FALSE
1925,10,0.00274,0.01363,2.59,76934,1048,382143,4030486,52.39,FALSE
1925,15,0.0045,0.02228,2.74,75885,1691,375607,3648342,48.08,FALSE
1925,20,0.00581,0.02864,2.58,74195,2125,365822,3272735,44.11,FALSE
1925,25,0.00615,0.0303,2.45,72070,2184,354771,2906913,40.33,FALSE
1925,30,0.00653,0.03213,2.49,69886,2245,343785,2552142,36.52,FALSE
1925,35,0.00712,0.03495,2.48,67641,2364,332239,2208357,32.65,FALSE
1925,40,0.00901,0.04402,2.39,65277,2873,318889,1876118,28.74,FALSE
1925,45,0.01038,0.05058,2.48,62403,3157,304069,1557229,24.95,FALSE
1925,50,0.01492,0.07182,2.43,59247,4255,285289,1253160,21.15,FALSE
1925,55,0.01871,0.0894,2.52,54992,4916,262785,967871,17.6,FALSE
1925,60,0.03385,0.15571,2.43,50075,7797,230321,705086,14.08,FALSE
1925,65,0.0459,0.20504,2.4,42278,8669,188864,474765,11.23,FALSE
1925,70,0.0832,0.34024,2.32,33609,11435,137445,285901,8.51,FALSE
1925,75,0.12394,0.46546,2.33,22174,10321,83271,148456,6.7,FALSE
1925,80,0.15596,0.54232,2.19,11853,6428,41215,65185,5.5,FALSE
1925,85,0.20903,0.64697,2.06,5425,3510,16791,23970,4.42,FALSE
1925,90,0.24966,0.70086,1.87,1915,1342,5376,7179,3.75,FALSE
1925,95,0.30584,0.79351,1.97,573,455,1486,1803,3.15,FALSE
1925,100,0.36526,0.84946,1.85,118,100,275,316,2.67,FALSE
1925,105,0.42853,0.89285,1.73,18,16,37,41,2.31,FALSE
1925,110,0.47966,1,2.08,2,2,4,4,2.08,TRUE
1930,0,0.13458,0.12309,0.31,100000,12309,91456,5080267,50.8,FALSE
1930,1,0.02144,0.08098,1.24,87691,7101,331185,4988811,56.89,FALSE
1930,5,0.00358,0.01771,2.09,80590,1427,398794,4657625,57.79,FALSE
1930,10,0.00236,0.01174,2.57,79163,929,393560,4258831,53.8,FALSE
1930,15,0.00392,0.01943,2.74,78234,1520,387725,3865272,49.41,FALSE
1930,20,0.00515,0.02544,2.58,76713,1951,378840,3477546,45.33,FALSE
1930,25,0.00535,0.02641,2.46,74762,1974,368788,3098706,41.45,FALSE
1930,30,0.00564,0.02782,2.54,72788,2025,358958,2729918,37.51,FALSE
1930,35,0.00659,0.03241,2.45,70763,2293,347956,2370960,33.51,FALSE
1930,40,0.00786,0.03855,2.48,68469,2640,335684,2023003,29.55,FALSE
1930,45,0.00986,0.04808,2.43,65830,3165,321013,1687319,25.63,FALSE
1930,50,0.01313,0.0636,2.54,62665,3986,303515,1366306,21.8,FALSE
1930,55,0.01862,0.08895,2.48,58679,5219,280257,1062791,18.11,FALSE
1930,60,0.02947,0.13737,2.53,53460,7344,249193,782534,14.64,FALSE
1930,65,0.0439,0.19683,2.37,46116,9077,206747,533341,11.57,FALSE
1930,70,0.07659,0.32089,2.47,37039,11886,155176,326594,8.82,FALSE
1930,75,0.12265,0.45868,2.25,25154,11537,94066,171417,6.81,FALSE
1930,80,0.14829,0.52651,2.25,13616,7169,48345,77352,5.68,FALSE
1930,85,0.20623,0.64573,2.11,6447,4163,20187,29007,4.5,FALSE
1930,90,0.23908,0.68666,1.9,2284,1568,6560,8820,3.86,FALSE
1930,95,0.30411,0.79205,1.98,716,567,1864,2260,3.16,FALSE
1930,100,0.36665,0.85093,1.85,149,127,345,396,2.66,FALSE
1930,105,0.43294,0.89563,1.73,22,20,46,51,2.28,FALSE
1930,110,0.4863,1,2.06,2,2,5,5,2.06,TRUE
1935,0,0.13253,0.12136,0.31,100000,12136,91575,4913359,49.13,FALSE
1935,1,0.01886,0.07175,1.28,87864,6304,334294,4821784,54.88,FALSE
1935,5,0.00392,0.01939,2.13,81559,1581,403266,4487490,55.02,FALSE
1935,10,0.00262,0.013,2.58,79978,1039,397380,4084224,51.07,FALSE
1935,15,0.00491,0.02429,2.88,78939,1917,390630,3686844,46.71,FALSE
1935,20,0.00791,0.03879,2.53,77022,2988,377732,3296214,42.8,FALSE
1935,25,0.00778,0.03815,2.43,74034,2824,362908,2918483,39.42,FALSE
1935,30,0.00743,0.03647,2.45,71209,2597,349421,2555575,35.89,FALSE
1935,35,0.00824,0.04036,2.45,68613,2769,336000,2206154,32.15,FALSE
1935,40,0.00985,0.04803,2.42,65843,3162,321062,1870153,28.4,FALSE
1935,45,0.01192,0.05787,2.47,62681,3627,304231,1549092,24.71,FALSE
1935,50,0.01568,0.07536,2.43,59054,4451,283848,1244861,21.08,FALSE
1935,55,0.02005,0.09549,2.53,54603,5214,260118,961013,17.6,FALSE
1935,60,0.03235,0.14943,2.45,49389,7380,228126,700895,14.19,FALSE
1935,65,0.04626,0.20652,2.41,42009,8676,187556,472769,11.25,FALSE
1935,70,0.07908,0.32716,2.36,33333,10905,137902,285213,8.56,FALSE
1935,75,0.12275,0.46254,2.34,22428,10374,84512,147312,6.57,FALSE
1935,80,0.1642,0.56163,2.19,12054,6770,41231,62799,5.21,FALSE
1935,85,0.22717,0.68176,2.07,5284,3603,15858,21568,4.08,FALSE
1935,90,0.27904,0.73576,1.79,1682,1237,4434,5710,3.4,FALSE
1935,95,0.33708,0.82585,1.91,444,367,1089,1276,2.87,FALSE
1935,100,0.40522,0.87918,1.78,77,68,168,187,2.42,FALSE
1935,105,0.47682,0.91809,1.65,9,9,18,19,2.08,FALSE
1935,110,0.53503,1,1.87,1,1,1,1,1.87,TRUE
1940,0,0.13422,0.12278,0.31,100000,12278,91478,5182119,51.82,FALSE
1940,1,0.01497,0.05757,1.31,87722,5050,337312,5090641,58.03,FALSE
1940,5,0.00315,0.01559,2.15,82672,1289,409685,4753329,57.5,FALSE
1940,10,0.00217,0.01078,2.57,81383,878,404784,4343645,53.37,FALSE
1940,15,0.00354,0.01758,2.77,80505,1415,399366,3938860,48.93,FALSE
1940,20,0.00577,0.02848,2.6,79090,2252,390033,3539494,44.75,FALSE
1940,25,0.00627,0.03088,2.47,76837,2373,378194,3149461,40.99,FALSE
1940,30,0.00654,0.03215,2.51,74465,2394,366373,2771268,37.22,FALSE
1940,35,0.00702,0.03448,2.46,72070,2485,354048,2404895,33.37,FALSE
1940,40,0.00821,0.04025,2.51,69585,2801,340949,2050846,29.47,FALSE
1940,45,0.01057,0.05149,2.47,66784,3439,325230,1709898,25.6,FALSE
1940,50,0.01402,0.06776,2.53,63346,4292,306147,1384667,21.86,FALSE
1940,55,0.01924,0.09181,2.51,59053,5422,281776,1078520,18.26,FALSE
1940,60,0.02922,0.13625,2.53,53632,7308,250104,796744,14.86,FALSE
1940,65,0.04243,0.19104,2.4,46324,8850,208586,546640,11.8,FALSE
1940,70,0.071,0.30117,2.48,37474,11286,158959,338054,9.02,FALSE
1940,75,0.11329,0.43368,2.3,26188,11357,100250,179095,6.84,FALSE
1940,80,0.15799,0.55105,2.26,14831,8173,51729,78845,5.32,FALSE
1940,85,0.22711,0.68495,2.1,6658,4561,20081,27115,4.07,FALSE
1940,90,0.27864,0.74403,1.87,2098,1561,5601,7034,3.35,FALSE
1940,95,0.36338,0.8504,1.87,537,457,1257,1433,2.67,FALSE
1940,100,0.44803,0.90557,1.71,80,73,162,176,2.2,FALSE
1940,105,0.53573,0.94169,1.56,8,7,13,14,1.85,FALSE
1940,110,0.60669,1,1.65,0,0,1,1,1.65,TRUE
1945,0,0.08524,0.08048,0.31,100000,8048,94413,5936405,59.36,FALSE
1945,1,0.00859,0.03362,1.41,91952,3091,359788,5841992,63.53,FALSE
1945,5,0.0023,0.01141,2.17,88861,1014,441437,5482204,61.69,FALSE
1945,10,0.00164,0.00818,2.57,87846,719,437485,5040767,57.38,FALSE
1945,15,0.00269,0.01335,2.75,87127,1163,433025,4603283,52.83,FALSE
1945,20,0.00412,0.02042,2.62,85964,1756,425648,4170258,48.51,FALSE
1945,25,0.00453,0.0224,2.46,84209,1886,416252,3744610,44.47,FALSE
1945,30,0.00435,0.02152,2.48,82322,1771,407146,3328358,40.43,FALSE
1945,35,0.00483,0.02385,2.51,80551,1921,397971,2921211,36.27,FALSE
1945,40,0.00585,0.02882,2.5,78630,2266,387486,2523241,32.09,FALSE
1945,45,0.00771,0.03784,2.56,76364,2890,374778,2135755,27.97,FALSE
1945,50,0.01066,0.05196,2.55,73474,3818,358006,1760977,23.97,FALSE
1945,55,0.01495,0.07217,2.6,69656,5027,336208,1402971,20.14,FALSE
1945,60,0.02258,0.10703,2.57,64629,6917,306357,1066763,16.51,FALSE
1945,65,0.03528,0.16212,2.5,57711,9356,265188,760406,13.18,FALSE
1945,70,0.05658,0.24823,2.53,48355,12003,212135,495218,10.24,FALSE
1945,75,0.09345,0.37746,2.45,36352,13721,146830,283083,7.79,FALSE
1945,80,0.13347,0.49422,2.38,22631,11185,83796,136254,6.02,FALSE
1945,85,0.19863,0.63591,2.17,11446,7279,36645,52458,4.58,FALSE
1945,90,0.23874,0.69849,2.03,4167,2911,12193,15812,3.79,FALSE
1945,95,0.33344,0.82486,1.94,1257,1036,3108,3619,2.88,FALSE
1945,100,0.42176,0.89166,1.76,220,196,465,511,2.32,FALSE
1945,105,0.51581,0.93543,1.59,24,22,43,46,1.92,FALSE
1945,110,0.59288,1,1.69,2,2,3,3,1.69,TRUE
1950,0,0.06726,0.06413,0.27,100000,6413,95346,6414696,64.15,FALSE
1950,1,0.00558,0.02202,1.39,93587,2061,368980,6319351,67.52,FALSE
1950,5,0.00143,0.00713,2.21,91527,652,455812,5950371,65.01,FALSE
1950,10,0.00104,0.00517,2.56,90874,469,453224,5494559,60.46,FALSE
1950,15,0.00148,0.00738,2.69,90405,667,450485,5041335,55.76,FALSE
1950,20,0.00211,0.01048,2.58,89738,941,446409,4590850,51.16,FALSE
1950,25,0.00248,0.0123,2.51,88797,1092,441267,4144441,46.67,FALSE
1950,30,0.00271,0.01345,2.53,87705,1180,435608,3703174,42.22,FALSE
1950,35,0.0032,0.01588,2.56,86525,1374,429272,3267566,37.76,FALSE
1950,40,0.00416,0.0206,2.56,85151,1754,421476,2838294,33.33,FALSE
1950,45,0.00575,0.02835,2.58,83397,2364,411272,2416818,28.98,FALSE
1950,50,0.00866,0.04245,2.63,81033,3440,397018,2005546,24.75,FALSE
1950,55,0.01274,0.06183,2.62,77593,4798,376562,1608529,20.73,FALSE
1950,60,0.02062,0.09828,2.63,72795,7154,346987,1231967,16.92,FALSE
1950,65,0.03167,0.14692,2.55,65641,9644,304569,884980,13.48,FALSE
1950,70,0.05644,0.24836,2.59,55997,13907,246403,580411,10.37,FALSE
1950,75,0.08852,0.36126,2.46,42089,15205,171777,334009,7.94,FALSE
1950,80,0.13242,0.49279,2.41,26884,13248,100044,162232,6.03,FALSE
1950,85,0.19808,0.63729,2.2,13636,8690,43872,62188,4.56,FALSE
1950,90,0.24544,0.71165,2.05,4946,3520,14341,18315,3.7,FALSE
1950,95,0.34524,0.83639,1.92,1426,1193,3455,3975,2.79,FALSE
1950,100,0.44058,0.90284,1.73,233,211,478,520,2.23,FALSE
1950,105,0.54099,0.94421,1.55,23,21,40,42,1.83,FALSE
1950,110,0.62261,1,1.61,1,1,2,2,1.61,TRUE
