"Year","Age","ASFR","OpenInterval"
1939,34,0.11448,FALSE
1939,35,0.10729,FALSE
1939,36,0.09629,FALSE
1939,37,0.08744,FALSE
1939,38,0.07968,FALSE
1939,39,0.07191,FALSE
1939,40,0.06618,FALSE
1939,41,0.05544,FALSE
1939,42,0.04114,FALSE
1939,43,0.028,FALSE
1939,44,0.01796,FALSE
1939,45,0.0107,FALSE
1939,46,0.00689,FALSE
1939,47,0.00528,FALSE
1939,48,0.00453,FALSE
1939,49,0.00386,FALSE
1939,50,0.00397,FALSE
1939,51,0.00184,FALSE
1939,52,0.00039,FALSE
1939,53,7e-05,FALSE
1939,54,1e-05,FALSE
1939,55,0,TRUE
1940,12,0,TRUE
1940,13,1e-05,FALSE
1940,14,0.00013,FALSE
1940,15,0.00057,FALSE
1940,16,0.00201,FALSE
1940,17,0.00549,FALSE
1940,18,0.01225,FALSE
1940,19,0.02357,FALSE
1940,20,0.04038,FALSE
1940,21,0.06325,FALSE
1940,22,0.0901,FALSE
1940,23,0.11831,FALSE
1940,24,0.14545,FALSE
1940,25,0.1657,FALSE
1940,26,0.17697,FALSE
1940,27,0.18393,FALSE
1940,28,0.18983,FALSE
1940,29,0.19732,FALSE
1940,30,0.19411,FALSE
1940,31,0.18034,FALSE
1940,32,0.16828,FALSE
1940,33,0.15856,FALSE
1940,34,0.1507,FALSE
1940,35,0.13585,FALSE
1940,36,0.11697,FALSE
1940,37,0.10335,FALSE
1940,38,0.09282,FALSE
1940,39,0.08334,FALSE
1940,40,0.0731,FALSE
1940,41,0.0606,FALSE
1940,42,0.04505,FALSE
1940,43,0.03096,FALSE
1940,44,0.02015,FALSE
1940,45,0.01258,FALSE
1940,46,0.00817,FALSE
1940,47,0.00605,FALSE
1940,48,0.00481,FALSE
1940,49,0.00376,FALSE
1940,50,0.00309,FALSE
1940,51,0.00144,FALSE
1940,52,0.00035,FALSE
1940,53,7e-05,FALSE
1940,54,1e-05,FALSE
1940,55,0,TRUE
1941,12,0,TRUE
1941,13,1e-05,FALSE
1941,14,9e-05,FALSE
1941,15,0.00044,FALSE
1941,16,0.00176,FALSE
1941,17,0.00536,FALSE
1941,18,0.01281,FALSE
1941,19,0.02433,FALSE
1941,20,0.04014,FALSE
1941,21,0.05969,FALSE
1941,22,0.08047,FALSE
1941,23,0.10061,FALSE
1941,24,0.11972,FALSE
1941,25,0.13232,FALSE
1941,26,0.13782,FALSE
1941,27,0.14039,FALSE
1941,28,0.1427,FALSE
1941,29,0.14682,FALSE
1941,30,0.14192,FALSE
1941,31,0.13024,FALSE
1941,32,0.12275,FALSE
1941,33,0.11944,FALSE
1941,34,0.11918,FALSE
1941,35,0.11399,FALSE
1941,36,0.10297,FALSE
1941,37,0.09231,FALSE
1941,38,0.08165,FALSE
1941,39,0.07077,FALSE
1941,40,0.05837,FALSE
1941,41,0.04762,FALSE
1941,42,0.03515,FALSE
1941,43,0.02415,FALSE
1941,44,0.01578,FALSE
1941,45,0.00999,FALSE
1941,46,0.00649,FALSE
1941,47,0.00493,FALSE
1941,48,0.0041,FALSE
1941,49,0.00339,FALSE
1941,50,0.00288,FALSE
1941,51,0.00135,FALSE
1941,52,0.00031,FALSE
1941,53,6e-05,FALSE
1941,54,1e-05,FALSE
1941,55,0,TRUE
1942,12,0,TRUE
1942,13,0,FALSE
1942,14,4e-05,FALSE
1942,15,0.00025,FALSE
1942,16,0.00122,FALSE
1942,17,0.00454,FALSE
1942,18,0.01274,FALSE
1942,19,0.02578,FALSE
1942,20,0.04251,FALSE
1942,21,0.06343,FALSE
1942,22,0.08523,FALSE
1942,23,0.10634,FALSE
1942,24,0.12742,FALSE
1942,25,0.14068,FALSE
1942,26,0.14645,FALSE
1942,27,0.14885,FALSE
1942,28,0.15079,FALSE
1942,29,0.15445,FALSE
1942,30,0.14903,FALSE
1942,31,0.13611,FALSE
1942,32,0.12719,FALSE
1942,33,0.12222,FALSE
1942,34,0.12006,FALSE
1942,35,0.11354,FALSE
1942,36,0.10137,FALSE
1942,37,0.08956,FALSE
1942,38,0.07801,FALSE
1942,39,0.06666,FALSE
1942,40,0.05451,FALSE
1942,41,0.04406,FALSE
1942,42,0.03314,FALSE
1942,43,0.0236,FALSE
1942,44,0.01616,FALSE
1942,45,0.01065,FALSE
