year,age,race,d,e,m,type
1997,77,o,0,13346.946550917595,0,m_observed
1997,78,o,0,11168.393971900563,0,m_observed
1997,79,o,1,9664.16915492988,10.347501000537441,m_observed
1997,80,o,0,9339.575772920554,0,m_observed
1997,81,o,0,7809.99654264137,0,m_observed
1997,82,o,0,7067.786731626414,0,m_observed
1997,83,o,0,6002.741161036873,0,m_observed
1997,84,o,0,5118.833191677905,0,m_observed
1997,85,o,0,4653.5567632358,0,m_observed
1998,0,o,0,94954.89419037069,0,m_observed
1998,1,o,0,95256.42967500465,0,m_observed
1998,2,o,1,95742.02625802801,1.044473403252367,m_observed
1998,3,o,0,96283.44963461967,0,m_observed
1998,4,o,0,99569.01481733176,0,m_observed
1998,5,o,0,100719.17560004766,0,m_observed
1998,6,o,0,101733.24671612651,0,m_observed
1998,7,o,0,101749.70631400318,0,m_observed
1998,8,o,0,96189.73156916621,0,m_observed
1998,9,o,0,95902.27963308751,0,m_observed
1998,10,o,0,102379.02915012365,0,m_observed
1998,11,o,0,97588.84305536503,0,m_observed
1998,12,o,0,99415.7949674877,0,m_observed
1998,13,o,0,99096.58384670888,0,m_observed
1998,14,o,0,101194.94009295502,0,m_observed
1998,15,o,0,104781.27130454553,0,m_observed
1998,16,o,0,100722.62335330716,0,m_observed
1998,17,o,2,102555.7624777209,1.950158578787299,m_observed
1998,18,o,2,99718.11128682052,2.005653711438009,m_observed
1998,19,o,3,101951.11836694986,2.942586651381481,m_observed
1998,20,o,2,101455.7575153512,1.9713026140457148,m_observed
1998,21,o,2,99746.78410797725,2.0050771740520204,m_observed
1998,22,o,2,101301.01088528446,1.974313960464664,m_observed
1998,23,o,0,103784.55850501348,0,m_observed
1998,24,o,3,109153.2890088995,2.7484284048970835,m_observed
1998,25,o,3,116561.70140378545,2.573744174862029,m_observed
1998,26,o,4,113416.0448751958,3.526837851206716,m_observed
1998,27,o,4,119376.06851409786,3.350755348026573,m_observed
1998,28,o,2,108756.93556666575,1.838963179294475,m_observed
1998,29,o,5,108228.49717821671,4.619855334188597,m_observed
1998,30,o,4,108155.58775815417,3.698375722338422,m_observed
1998,31,o,6,104059.58950064222,5.765927031610066,m_observed
1998,32,o,4,105733.54173511719,3.783094687228739,m_observed
1998,33,o,8,103257.62215629687,7.747612072540974,m_observed
1998,34,o,6,108979.48623954858,5.505623312273062,m_observed
1998,35,o,5,116162.9648923326,4.304297849692736,m_observed
1998,36,o,4,107186.16749465739,3.731824817973249,m_observed
1998,37,o,7,110022.18320966997,6.362353296207599,m_observed
1998,38,o,5,101239.45380065934,4.9387860288588765,m_observed
1998,39,o,7,103333.39879886765,6.774189256684652,m_observed
1998,40,o,5,106332.01185081544,4.702252795719726,m_observed
1998,41,o,6,98071.39841053647,6.1179916848778,m_observed
1998,42,o,4,99040.78420389602,4.038740234290925,m_observed
1998,43,o,4,93501.03041212699,4.278027720517189,m_observed
1998,44,o,1,88874.06231007134,1.1251876801930303,m_observed
1998,45,o,9,92456.34662345861,9.734323633458889,m_observed
1998,46,o,4,80151.63662068376,4.99054064102263,m_observed
1998,47,o,4,84422.19166475243,4.738090685781215,m_observed
1998,48,o,1,76722.60567428562,1.3033968166375252,m_observed
1998,49,o,2,77757.2487179036,2.5721074664766275,m_observed
1998,50,o,1,78998.7334981506,1.2658430783873396,m_observed
1998,51,o,4,67961.61064767692,5.885675695263601,m_observed
1998,52,o,0,65294.01815123952,0,m_observed
1998,53,o,2,58916.855414924205,3.394614301654295,m_observed
1998,54,o,2,53605.2644206473,3.7309768389644473,m_observed
1998,55,o,0,52604.170712041036,0,m_observed
1998,56,o,0,48267.22877698537,0,m_observed
1998,57,o,1,47383.76113589741,2.110427657129166,m_observed
1998,58,o,0,43327.91705792594,0,m_observed
1998,59,o,0,42609.27139343896,0,m_observed
1998,60,o,2,43203.64882587488,4.629238627646168,m_observed
1998,61,o,0,37904.43506659373,0,m_observed
1998,62,o,1,36631.726865510704,2.7298740342528443,m_observed
1998,63,o,1,33352.79434333116,2.998249531076992,m_observed
1998,64,o,0,31808.56202884102,0,m_observed
1998,65,o,0,32442.028956122092,0,m_observed
1998,66,o,1,27674.561127066478,3.613426769113143,m_observed
1998,67,o,0,27897.474927932082,0,m_observed
1998,68,o,0,25464.440489761433,0,m_observed
1998,69,o,0,24774.97153449873,0,m_observed
1998,70,o,0,24671.258998660673,0,m_observed
1998,71,o,1,21735.723149764723,4.600721094530616,m_observed
1998,72,o,0,21665.84263247825,0,m_observed
1998,73,o,0,19299.211076720396,0,m_observed
1998,74,o,0,18400.3524655839,0,m_observed
1998,75,o,0,19425.816764879764,0,m_observed
1998,76,o,0,15639.903301151797,0,m_observed
1998,77,o,1,14302.762215917106,6.991656470993628,m_observed
1998,78,o,0,12745.482563724634,0,m_observed
1998,79,o,0,10491.680978282162,0,m_observed
1998,80,o,0,9840.843615248481,0,m_observed
1998,81,o,0,8056.693880937125,0,m_observed
1998,82,o,0,7309.349383667833,0,m_observed
1998,83,o,0,6426.6608209220385,0,m_observed
1998,84,o,0,5307.037516276498,0,m_observed
1998,85,o,0,5004.425600183114,0,m_observed
1999,0,o,0,95730.86365786548,0,m_observed
1999,1,o,0,97081.55660164326,0,m_observed
1999,2,o,0,96464.77494107587,0,m_observed
1999,3,o,0,98960.26680066434,0,m_observed
1999,4,o,0,99195.16361225442,0,m_observed
1999,5,o,0,101912.68224289487,0,m_observed
1999,6,o,0,100933.9689296991,0,m_observed
1999,7,o,0,104280.94961765927,0,m_observed
1999,8,o,0,102361.47560272654,0,m_observed
1999,9,o,0,99821.80319813013,0,m_observed
1999,10,o,0,105708.78490138879,0,m_observed
1999,11,o,0,103429.41530044141,0,m_observed
1999,12,o,0,100381.79126580978,0,m_observed
1999,13,o,0,101841.2246173135,0,m_observed
1999,14,o,0,102284.84904852396,0,m_observed
1999,15,o,0,105473.1847866837,0,m_observed
1999,16,o,0,105871.06041651707,0,m_observed
1999,17,o,1,104129.36485382095,0.9603438966556855,m_observed
1999,18,o,1,108453.03724685678,0.9220580865096817,m_observed
1999,19,o,2,107633.76453190205,1.8581529770866754,m_observed
1999,20,o,1,108663.85223952233,0.9202692334114474,m_observed
1999,21,o,2,103482.9209076963,1.9326860726940058,m_observed
1999,22,o,1,103281.43468160718,0.9682282232840482,m_observed
1999,23,o,3,106962.86294687298,2.8047117638297134,m_observed
1999,24,o,1,110686.62953853128,0.903451486569919,m_observed
1999,25,o,3,117941.2758048065,2.5436387554133444,m_observed
1999,26,o,3,117777.14129291895,2.5471835765981248,m_observed
1999,27,o,4,122820.57989004363,3.256783190228413,m_observed
1999,28,o,1,120393.00291187904,0.8306130554214551,m_observed
1999,29,o,3,117629.89867526879,2.550372000474007,m_observed
1999,30,o,3,118982.91758464254,2.521370345340413,m_observed
1999,31,o,3,111975.03514268115,2.6791686166272073,m_observed
1999,32,o,6,108496.46155912125,5.530134267771042,m_observed
1999,33,o,2,107793.03914729183,1.8554073767853754,m_observed
1999,34,o,5,111004.44977322659,4.504323934954508,m_observed
1999,35,o,7,117706.59673262383,5.946990393325903,m_observed
1999,36,o,2,115873.61180643385,1.726018520369407,m_observed
1999,37,o,7,110617.82134749596,6.328094257081893,m_observed
1999,38,o,7,107132.46429806617,6.533967127391427,m_observed
1999,39,o,6,106126.6269902429,5.653623572293153,m_observed
1999,40,o,6,110583.72050931134,5.425753422263261,m_observed
1999,41,o,10,102405.69511938223,9.765081901296824,m_observed
1999,42,o,5,101581.17376591767,4.922171909060565,m_observed
1999,43,o,8,98249.57999544451,8.142528446809576,m_observed
1999,44,o,5,95125.96290356491,5.256188581311719,m_observed
1999,45,o,5,95962.04334457061,5.210393428208397,m_observed
1999,46,o,3,88848.04879409228,3.376551360123372,m_observed
1999,47,o,2,84123.92500349617,2.377444941991093,m_observed
1999,48,o,3,82348.05653226099,3.6430732264151353,m_observed
1999,49,o,3,81367.89665814985,3.6869577845963875,m_observed
1999,50,o,2,84304.55915531606,2.372350938121102,m_observed
1999,51,o,6,75788.47217012048,7.916771282223437,m_observed
1999,52,o,3,69003.48058852991,4.347606779271181,m_observed
1999,53,o,2,66078.85687387238,3.0266867415964653,m_observed
1999,54,o,1,57706.44158364806,1.7329087924273676,m_observed
1999,55,o,1,56644.61515766394,1.76539287488601,m_observed
1999,56,o,1,51175.4023536266,1.9540637767533524,m_observed
1999,57,o,0,49571.50598899082,0,m_observed
1999,58,o,5,46648.03128492429,10.718565955035062,m_observed
1999,59,o,2,45161.761873180585,4.428525188225007,m_observed
1999,60,o,0,45550.462628149624,0,m_observed
1999,61,o,2,40065.73709552918,4.991796345169885,m_observed
1999,62,o,0,38887.355583762255,0,m_observed
1999,63,o,0,36249.87770501253,0,m_observed
1999,64,o,0,33355.49929730635,0,m_observed
1999,65,o,0,33969.136969891224,0,m_observed
1999,66,o,0,29692.547309261983,0,m_observed
1999,67,o,1,28837.765059778143,3.46767510563696,m_observed
1999,68,o,0,26406.23877255521,0,m_observed
1999,69,o,0,26034.928819827754,0,m_observed
1999,70,o,0,26330.45176461862,0,m_observed
1999,71,o,0,22454.88634745415,0,m_observed
1999,72,o,1,22186.666823735643,4.507211506553046,m_observed
1999,73,o,0,20374.756833432435,0,m_observed
1999,74,o,0,18839.0206027776,0,m_observed
1999,75,o,0,19535.505745972998,0,m_observed
1999,76,o,0,17317.384291231832,0,m_observed
1999,77,o,1,15161.634659693756,6.595594884359247,m_observed
1999,78,o,0,13622.00058378929,0,m_observed
1999,79,o,0,11889.737329360496,0,m_observed
1999,80,o,0,10565.524361312282,0,m_observed
1999,81,o,0,8509.891640969805,0,m_observed
1999,82,o,0,7474.324018276199,0,m_observed
1999,83,o,0,6654.2932510037135,0,m_observed
1999,84,o,0,5669.435083858926,0,m_observed
1999,85,o,0,5286.372620023297,0,m_observed
2e3,0,o,1,102265.24377461206,0.977849328950855,m_observed
2e3,1,o,0,98052.91943167095,0,m_observed
2e3,2,o,0,98651.99473874502,0,m_observed
2e3,3,o,1,99963.22092404544,1.0003679260793579,m_observed
2e3,4,o,1,101555.06435642485,0.9846874760379544,m_observed
2e3,5,o,0,101251.13644533172,0,m_observed
2e3,6,o,0,103120.3276795905,0,m_observed
2e3,7,o,0,103505.3903163619,0,m_observed
2e3,8,o,0,105474.53955420753,0,m_observed
2e3,9,o,0,105768.71241600807,0,m_observed
2e3,10,o,0,107679.63529153986,0,m_observed
2e3,11,o,0,107742.92581957558,0,m_observed
2e3,12,o,0,105583.3869341356,0,m_observed
2e3,13,o,0,103455.7488234534,0,m_observed
2e3,14,o,1,105651.4511647067,0.9465085325151257,m_observed
2e3,15,o,0,105854.947455558,0,m_observed
2e3,16,o,0,107474.13378999443,0,m_observed
2e3,17,o,0,109302.67192538892,0,m_observed
2e3,18,o,1,111955.22565194422,0.8932142239692177,m_observed
2e3,19,o,2,115322.65588722294,1.7342646027471416,m_observed
2e3,20,o,3,113749.74939872212,2.6373684477178307,m_observed
2e3,21,o,2,112018.2753173482,1.785422953829625,m_observed
2e3,22,o,1,107618.36461943144,0.9292094370103829,m_observed
2e3,23,o,1,109867.17357874235,0.9101899752461503,m_observed
2e3,24,o,1,113089.2687092719,0.8842571991253955,m_observed
2e3,25,o,0,118745.65885381133,0,m_observed
2e3,26,o,2,120688.00190808738,1.6571655577852258,m_observed
2e3,27,o,5,125942.50039498326,3.9700656921364157,m_observed
2e3,28,o,2,126755.019294949,1.577846787547053,m_observed
2e3,29,o,6,127204.70813691759,4.716806545825224,m_observed
2e3,30,o,4,128769.66584234186,3.106321643248938,m_observed
2e3,31,o,4,123584.24580083054,3.236658502934456,m_observed
2e3,32,o,4,118014.32560289766,3.389419021432586,m_observed
2e3,33,o,5,111813.2778385758,4.471740831369305,m_observed
2e3,34,o,5,114828.95072298379,4.354302611422553,m_observed
2e3,35,o,3,119109.60147574595,2.5186886387248,m_observed
2e3,36,o,2,119077.25238660513,1.6795819183891227,m_observed
2e3,37,o,1,119552.81400350395,0.8364504075752589,m_observed
2e3,38,o,8,111361.3528065817,7.183820776580206,m_observed
2e3,39,o,3,108740.9586580405,2.758850057073848,m_observed
2e3,40,o,9,113618.89948487349,7.921217368592981,m_observed
2e3,41,o,5,106857.2458879537,4.679139873437131,m_observed
2e3,42,o,6,106808.96181852216,5.617506151023664,m_observed
2e3,43,o,8,101977.87144899285,7.844839165917901,m_observed
2e3,44,o,5,100385.62759699748,4.98079268884259,m_observed
2e3,45,o,5,100539.28891040877,4.973180190736711,m_observed
2e3,46,o,5,94321.15010856409,5.301037990148526,m_observed
2e3,47,o,5,91033.4809037787,5.492484688446595,m_observed
2e3,48,o,1,86048.45455369084,1.1621359211931452,m_observed
2e3,49,o,2,83892.25371768879,2.384010336318212,m_observed
2e3,50,o,3,87959.73766407119,3.4106513726284184,m_observed
2e3,51,o,2,81337.30769178917,2.458896239323023,m_observed
2e3,52,o,1,77112.29278791201,1.2968100984240976,m_observed
2e3,53,o,2,70995.46435478164,2.8170813701640327,m_observed
2e3,54,o,0,63727.16793383524,0,m_observed
2e3,55,o,2,60141.09920755293,3.32551287946667,m_observed
2e3,56,o,1,56536.203196668015,1.7687781341123654,m_observed
2e3,57,o,0,52276.6762690588,0,m_observed
2e3,58,o,0,50508.176320025494,0,m_observed
2e3,59,o,0,48052.83171895792,0,m_observed
2e3,60,o,0,47625.2840405853,0,m_observed
2e3,61,o,0,43682.745594154156,0,m_observed
2e3,62,o,0,41182.31996265248,0,m_observed
2e3,63,o,1,39082.39323874926,2.558696940310513,m_observed
2e3,64,o,0,36815.729428711304,0,m_observed
2e3,65,o,0,34973.70560527907,0,m_observed
2e3,66,o,0,32193.352021589155,0,m_observed
2e3,67,o,0,30731.6651618538,0,m_observed
2e3,68,o,0,28515.361951568433,0,m_observed
2e3,69,o,0,27013.254728023967,0,m_observed
2e3,70,o,0,27017.362514401768,0,m_observed
2e3,71,o,0,24710.930531159695,0,m_observed
2e3,72,o,0,22996.40249946655,0,m_observed
2e3,73,o,1,21691.742464274448,4.610049200275015,m_observed
2e3,74,o,0,20145.7146668304,0,m_observed
2e3,75,o,0,19673.795361738277,0,m_observed
2e3,76,o,0,18164.79924497882,0,m_observed
2e3,77,o,0,16899.11523203836,0,m_observed
2e3,78,o,0,15339.888216171381,0,m_observed
2e3,79,o,0,13010.069629848105,0,m_observed
2e3,80,o,0,11556.247000921856,0,m_observed
2e3,81,o,0,9776.508285172482,0,m_observed
2e3,82,o,1,8028.590393373243,12.455486592333752,m_observed
2e3,83,o,0,7250.412969999748,0,m_observed
2e3,84,o,0,6043.954662846077,0,m_observed
2e3,85,o,0,5793.05571158441,0,m_observed
2001,0,o,0,111899.06977006498,0,m_observed
2001,1,o,0,103984.74557490194,0,m_observed
2001,2,o,0,99843.32181059902,0,m_observed
2001,3,o,1,100630.45759010974,0.9937349227539267,m_observed
2001,4,o,0,102243.01876672964,0,m_observed
2001,5,o,0,103404.0853768728,0,m_observed
2001,6,o,0,102901.86241702415,0,m_observed
2001,7,o,0,105072.55965689685,0,m_observed
2001,8,o,0,105196.04722422358,0,m_observed
2001,9,o,0,107784.00790102746,0,m_observed
2001,10,o,0,109222.46675944806,0,m_observed
2001,11,o,0,110055.65147515593,0,m_observed
2001,12,o,0,110645.39520764643,0,m_observed
2001,13,o,0,108272.98227593167,0,m_observed
2001,14,o,1,106274.40799469486,0.9409603110185467,m_observed
2001,15,o,0,108740.49011098793,0,m_observed
2001,16,o,2,108993.59879741956,1.834970146932473,m_observed
2001,17,o,1,110859.87504745368,0.9020396239594795,m_observed
2001,18,o,2,113638.23994448563,1.7599709402196275,m_observed
2001,19,o,2,117751.84358933872,1.698487207533692,m_observed
2001,20,o,2,120135.37623181005,1.6647885599832415,m_observed
2001,21,o,2,118600.20499358355,1.6863377260673393,m_observed
2001,22,o,3,117230.52036208202,2.5590605507286854,m_observed
2001,23,o,4,113316.96527740636,3.5299215701795164,m_observed
2001,24,o,6,116300.31056066044,5.159057590710812,m_observed
2001,25,o,1,120313.8754678516,0.8311593289729948,m_observed
2001,26,o,0,124763.20167942767,0,m_observed
2001,27,o,4,127151.25047107309,3.1458597419849994,m_observed
2001,28,o,9,130850.23066842867,6.878092575018673,m_observed
2001,29,o,2,130795.04098982645,1.529109960793976,m_observed
2001,30,o,6,132429.9941629328,4.530695661451144,m_observed
2001,31,o,4,130356.30054215528,3.068512978171285,m_observed
2001,32,o,4,126924.55556798245,3.151478437013355,m_observed
2001,33,o,5,120251.54448763747,4.157950753400949,m_observed
2001,34,o,1,114669.32677346302,0.8720727923828901,m_observed
2001,35,o,2,117520.37251940287,1.7018325904896154,m_observed
2001,36,o,4,120188.96292742818,3.3280926156383073,m_observed
2001,37,o,8,120486.73749016084,6.639734934023999,m_observed
2001,38,o,8,120804.18225601644,6.622287283933478,m_observed
2001,39,o,5,113231.83307782542,4.4157193821665395,m_observed
2001,40,o,6,110711.95345792061,5.419469002758117,m_observed
2001,41,o,2,113932.02698723623,1.7554326495253696,m_observed
2001,42,o,8,108488.7866652292,7.374033986282944,m_observed
2001,43,o,3,107800.91104941253,2.782907835189718,m_observed
2001,44,o,4,103231.32698721797,3.874792775351301,m_observed
2001,45,o,4,102066.97112317763,3.9189954948037737,m_observed
2001,46,o,8,101156.42480907343,7.9085436393185216,m_observed
2001,47,o,8,95724.00270047202,8.357360509706885,m_observed
2001,48,o,1,91791.7974173162,1.0894219615873364,m_observed
2001,49,o,3,87627.51025849515,3.4235823785820294,m_observed
2001,50,o,4,84849.97341954628,4.714203008905773,m_observed
2001,51,o,1,88168.98598976161,1.1341856649186397,m_observed
2001,52,o,3,82180.84065649084,3.6504858991887823,m_observed
2001,53,o,2,77538.16673968443,2.5793748860667733,m_observed
2001,54,o,2,72122.86858947756,2.773045552838413,m_observed
2001,55,o,3,63906.003222026266,4.694394655815371,m_observed
2001,56,o,2,60441.545787084535,3.3089822140640393,m_observed
2001,57,o,2,56764.633840396025,3.523320533738242,m_observed
2001,58,o,0,52682.28697327511,0,m_observed
2001,59,o,1,50740.55601144677,1.9708100947384295,m_observed
2001,60,o,0,48432.260481471334,0,m_observed
2001,61,o,0,47642.402778054515,0,m_observed
2001,62,o,1,43979.52797958735,2.2737852040252453,m_observed
2001,63,o,1,41410.51048301162,2.4148458648203412,m_observed
2001,64,o,1,39142.969950931634,2.5547371629019664,m_observed
2001,65,o,1,36896.06098098187,2.710316422437212,m_observed
2001,66,o,0,34963.449197867856,0,m_observed
2001,67,o,0,32301.231455809288,0,m_observed
2001,68,o,0,30585.976454874013,0,m_observed
2001,69,o,0,28241.527621748428,0,m_observed
2001,70,o,0,26758.110230308805,0,m_observed
2001,71,o,0,26599.219818386217,0,m_observed
2001,72,o,0,24307.518366796907,0,m_observed
2001,73,o,0,22684.503214467422,0,m_observed
2001,74,o,1,21230.526469081182,4.710198785961986,m_observed
2001,75,o,2,19546.158242658403,10.23218974885362,m_observed
2001,76,o,0,19109.36841279668,0,m_observed
2001,77,o,1,17508.440521049055,5.71153095444324,m_observed
2001,78,o,0,16216.265189381895,0,m_observed
2001,79,o,0,14651.107860581837,0,m_observed
2001,80,o,0,12112.484305607515,0,m_observed
2001,81,o,0,10895.838729187457,0,m_observed
2001,82,o,1,9125.163398537428,10.95870787541491,m_observed
2001,83,o,0,7435.452551268262,0,m_observed
2001,84,o,1,6669.592767512313,14.993419161526848,m_observed
2001,85,o,0,6016.494083662685,0,m_observed
2002,0,o,1,112889.51686816393,0.8858218439962257,m_observed
2002,1,o,0,113086.548786214,0,m_observed
2002,2,o,0,105551.06411066519,0,m_observed
2002,3,o,0,101687.46276574544,0,m_observed
2002,4,o,0,102488.90222487082,0,m_observed
2002,5,o,0,103975.52024985898,0,m_observed
2002,6,o,0,104904.66522757447,0,m_observed
2002,7,o,1,104468.38932041297,0.9572273550929549,m_observed
2002,8,o,0,106648.90681143435,0,m_observed
2002,9,o,0,107373.62486727624,0,m_observed
2002,10,o,0,111472.13650878055,0,m_observed
2002,11,o,0,111494.9168545895,0,m_observed
2002,12,o,0,112824.0416106762,0,m_observed
2002,13,o,0,113222.48529842845,0,m_observed
2002,14,o,0,110908.0505267863,0,m_observed
2002,15,o,0,109220.50910001682,0,m_observed
2002,16,o,1,111824.55093473737,0.8942580065299044,m_observed
2002,17,o,3,112456.33043006374,2.6677021991800554,m_observed
2002,18,o,2,115755.93925817912,1.7277731171436919,m_observed
2002,19,o,5,119319.25497368365,4.190438501399267,m_observed
2002,20,o,3,122059.53734434929,2.4578169516868846,m_observed
2002,21,o,5,125125.0801519475,3.996001436265356,m_observed
2002,22,o,2,123404.81865095132,1.62068225687116,m_observed
2002,23,o,3,122528.37000169081,2.448412559441215,m_observed
2002,24,o,2,118829.66777158424,1.6830813697505433,m_observed
2002,25,o,5,122489.7736827036,4.081973416778411,m_observed
2002,26,o,5,125782.72552033348,3.9751086481201443,m_observed
2002,27,o,6,129970.3307180404,4.616438203128444,m_observed
2002,28,o,2,131193.07812785616,1.5244706721881092,m_observed
2002,29,o,3,133665.6754304797,2.244405671342541,m_observed
2002,30,o,4,135252.30678476396,2.9574356956184618,m_observed
2002,31,o,1,134420.9093910967,0.7439318812302533,m_observed
2002,32,o,6,133149.23265339728,4.50622198899087,m_observed
2002,33,o,10,129144.59922377499,7.743258378674066,m_observed
2002,34,o,3,122492.37118979242,2.4491321139924156,m_observed
2002,35,o,6,116775.32658483202,5.138071693288111,m_observed
2002,36,o,5,119049.18117371156,4.199944888914616,m_observed
2002,37,o,5,121555.90499194492,4.113333696401941,m_observed
2002,38,o,6,121952.8854524906,4.919932790222853,m_observed
2002,39,o,10,122178.77214469771,8.18472785776312,m_observed
2002,40,o,5,114574.05919799318,4.363989575825012,m_observed
2002,41,o,4,112088.51273596605,3.5686083277974587,m_observed
2002,42,o,10,114835.35618629564,8.708119460854158,m_observed
2002,43,o,5,109755.04163959315,4.55559938323261,m_observed
2002,44,o,6,108728.92507786708,5.518310785932126,m_observed
2002,45,o,4,104403.09934537896,3.8313038837740656,m_observed
2002,46,o,6,103304.66593386057,5.808062923161109,m_observed
2002,47,o,8,102430.13711378661,7.810201397185515,m_observed
2002,48,o,4,96415.6263778952,4.1487050909385195,m_observed
2002,49,o,2,92886.19618840748,2.1531724648765485,m_observed
2002,50,o,5,88163.11798809176,5.67130577286905,m_observed
2002,51,o,3,85668.02736108554,3.501889902699851,m_observed
2002,52,o,4,88663.14512892308,4.511457375196526,m_observed
2002,53,o,1,83023.31121381195,1.2044809889895571,m_observed
2002,54,o,1,78184.74961122368,1.279021810484185,m_observed
2002,55,o,3,72288.19673244361,4.1500551066500355,m_observed
2002,56,o,1,64449.365570276925,1.5516056537586538,m_observed
2002,57,o,1,60672.18375660913,1.648201759164583,m_observed
2002,58,o,2,56931.67658490814,3.5129827891458487,m_observed
2002,59,o,0,52888.857281354285,0,m_observed
2002,60,o,0,50821.11136668213,0,m_observed
2002,61,o,0,48797.13855858499,0,m_observed
2002,62,o,0,47749.9509216855,0,m_observed
2002,63,o,0,44192.374365467425,0,m_observed
2002,64,o,0,41472.39333587337,0,m_observed
2002,65,o,0,39291.7149835868,0,m_observed
2002,66,o,1,36849.41774325173,2.7137470854152936,m_observed
2002,67,o,2,35019.5821452684,5.711090417080336,m_observed
2002,68,o,1,32167.319971501223,3.1087451515574016,m_observed
2002,69,o,0,30387.90612491011,0,m_observed
2002,70,o,1,27991.189277629295,3.5725527417986673,m_observed
2002,71,o,0,26502.39988818359,0,m_observed
2002,72,o,1,26223.41541182631,3.813385801565029,m_observed
2002,73,o,0,23896.181904761906,0,m_observed
2002,74,o,1,22238.089277708747,4.496789213821489,m_observed
2002,75,o,0,20567.530280069994,0,m_observed
2002,76,o,0,19065.71637844948,0,m_observed
2002,77,o,0,18416.19730781876,0,m_observed
2002,78,o,0,16881.9459060044,0,m_observed
2002,79,o,0,15511.229821155895,0,m_observed
2002,80,o,0,13516.18608383188,0,m_observed
2002,81,o,1,11425.020077958676,8.752719847987098,m_observed
2002,82,o,0,10201.198908513603,0,m_observed
2002,83,o,0,8481.72324822573,0,m_observed
2002,84,o,1,6825.316978013657,14.651334190357643,m_observed
2002,85,o,1,6414.20512970027,15.590396312235326,m_observed
2003,0,o,0,117679.70078278135,0,m_observed
2003,1,o,0,113608.33701844313,0,m_observed
2003,2,o,0,114491.42120025447,0,m_observed
2003,3,o,0,107499.21639783957,0,m_observed
2003,4,o,0,103608.89727321909,0,m_observed
2003,5,o,0,104183.74089407097,0,m_observed
2003,6,o,0,105282.87338908008,0,m_observed
2003,7,o,0,106303.94742515543,0,m_observed
2003,8,o,0,105815.63696009964,0,m_observed
2003,9,o,0,108955.45379319869,0,m_observed
2003,10,o,0,111709.85242882388,0,m_observed
2003,11,o,0,113293.68507519372,0,m_observed
2003,12,o,0,114269.67976033632,0,m_observed
2003,13,o,0,115125.22372395957,0,m_observed
2003,14,o,0,115675.51255804925,0,m_observed
2003,15,o,0,113892.0614364415,0,m_observed
2003,16,o,0,112274.60366797079,0,m_observed
2003,17,o,1,115214.33137399606,0.8679475791548105,m_observed
2003,18,o,1,117625.37448541606,0.850156698224996,m_observed
2003,19,o,5,121794.76482305746,4.105266763529585,m_observed
2003,20,o,2,123181.41473575697,1.623621553860464,m_observed
2003,21,o,4,126887.53452213402,3.1523979207762505,m_observed
2003,22,o,6,129595.59813883717,4.629786880239663,m_observed
2003,23,o,3,128260.13657696807,2.338996417799477,m_observed
2003,24,o,4,127651.37657026663,3.1335345591029884,m_observed
2003,25,o,8,124592.02097105508,6.420956926173098,m_observed
2003,26,o,5,127118.83415103093,3.9333274517444514,m_observed
2003,27,o,3,130471.29564360894,2.299356333667982,m_observed
2003,28,o,8,133081.57454051165,6.011350577735089,m_observed
2003,29,o,7,133058.92975049277,5.2608269231731715,m_observed
2003,30,o,6,138579.18597709705,4.329654527622654,m_observed
2003,31,o,6,136405.55298612866,4.398647905932504,m_observed
2003,32,o,8,137350.05462634485,5.824533540786474,m_observed
2003,33,o,6,134984.13937894956,4.444966666162029,m_observed
2003,34,o,5,131235.11577690524,3.809955872252829,m_observed
2003,35,o,4,124505.15797248088,3.212718304316446,m_observed
2003,36,o,7,118011.90057076383,5.9316051738380144,m_observed
2003,37,o,6,120283.87456118292,4.988199808069928,m_observed
2003,38,o,7,122944.88075411836,5.693608352835396,m_observed
2003,39,o,10,123241.47130080393,8.11415174977286,m_observed
2003,40,o,4,123417.92200322055,3.241020376194327,m_observed
2003,41,o,8,115900.20603919112,6.902489886251658,m_observed
2003,42,o,8,112745.64288019024,7.0956178843214746,m_observed
2003,43,o,9,116033.91062223392,7.756353252025498,m_observed
2003,44,o,8,110512.3886185405,7.239007409037082,m_observed
2003,45,o,5,109898.20024550287,4.5496650434951995,m_observed
2003,46,o,7,105688.50343472905,6.6232369392221075,m_observed
2003,47,o,6,104635.53612689607,5.734189570858163,m_observed
2003,48,o,7,102809.21020795354,6.808728503838331,m_observed
2003,49,o,5,97568.1965653289,5.124620702251211,m_observed
2003,50,o,9,93261.08789024489,9.65032705879619,m_observed
2003,51,o,4,88957.26993313672,4.496540870697285,m_observed
2003,52,o,4,86087.59492136717,4.6464301896848434,m_observed
2003,53,o,7,89667.27424070188,7.806638552666689,m_observed
2003,54,o,7,83695.61733181009,8.363639845379955,m_observed
2003,55,o,4,78170.10949260868,5.117045410276951,m_observed
2003,56,o,3,72915.10020781457,4.114374102826069,m_observed
2003,57,o,2,64606.33692321028,3.095671562956986,m_observed
2003,58,o,1,60731.06272536467,1.6466038220377535,m_observed
2003,59,o,0,57051.14462530847,0,m_observed
2003,60,o,1,52888.822459972784,1.8907586773307687,m_observed
2003,61,o,3,51277.62589539981,5.850504869550004,m_observed
2003,62,o,1,48812.293911603425,2.04866421932751,m_observed
