"Año","Edad","Mujeres","Varones"
1846,0,18512.17,19172.25
1846,1,16594.33,17040
1846,2,16057.25,16674.75
1846,3,16783.17,17014.67
1846,4,16730.25,16672.17
1846,5,15276.83,15263.58
1846,6,13876.58,13898
1846,7,13399.92,13627.67
1846,8,13536.33,13846.67
1846,9,13664.92,13919.75
1846,10,14276.08,14505.25
1846,11,14450.08,14705.5
1846,12,13711.17,13991.58
1846,13,12984.08,13515.92
1846,14,12738.92,13375
1846,15,13069.5,13481.42
1846,16,13413.33,13759.67
1846,17,13131.25,13390.42
1846,18,12708.58,12778.5
1846,19,13155.92,13177.25
1846,20,13577.42,13308.5
1846,21,13137,12525.25
1846,22,12948.17,12287.42
1846,23,12901,12247.58
1846,24,12898.75,12123
1846,25,12697.5,11907.08
1846,26,11895.25,11158.67
1846,27,11083.83,10487.17
1846,28,10829.92,10307.58
1846,29,11214.25,10649.33
1846,30,10466.17,10000
1846,31,8442,8165.33
1846,32,7542.67,7339.08
1846,33,8097.42,7904.92
1846,34,8093.17,7969.75
1846,35,7483.25,7467.25
1846,36,6643,6616.42
1846,37,6770.83,6599.42
1846,38,7615.83,7460.33
1846,39,7723.58,7682.08
1846,40,7590.42,7496.33
1846,41,7082.33,6889
1846,42,6841.17,6563.75
1846,43,6734.25,6345.75
1846,44,6736.17,6379.67
1846,45,7029.58,6681.25
1846,46,6994.17,6608
1846,47,6855.42,6447
1846,48,6709.08,6289.08
1846,49,6495,6060.17
1846,50,6333.42,5875.25
1846,51,6434.25,5938.67
1846,52,6446,5919.25
1846,53,6385.33,5842.08
1846,54,6123,5561.25
1846,55,5731.25,5178.42
1846,56,5397.58,4852.67
1846,57,5140.17,4595
1846,58,4860,4318.75
1846,59,4663.33,4104
1846,60,4462.58,3864.42
1846,61,4328.5,3671.08
1846,62,4070.17,3414.08
1846,63,3916.75,3257.25
1846,64,3967.67,3271.17
1846,65,3860.67,3156.17
1846,66,3588.42,2901.58
1846,67,3331.58,2662.5
1846,68,3190.25,2523.25
1846,69,2883.92,2245.08
1846,70,2812.25,2177.92
1846,71,2612.5,2042.42
1846,72,2058.33,1619.83
1846,73,1904.25,1496.5
1846,74,1948.25,1525.83
1846,75,1871.5,1443.42
1846,76,1736.75,1308.5
1846,77,1548.33,1147.42
1846,78,1394.08,1017.67
1846,79,1261.42,912.5
1846,80,1295,881.17
1846,81,1181,803.58
1846,82,1063.42,721.5
1846,83,932,628.83
1846,84,796.33,525.67
1846,85,685.08,434
1846,86,581.17,342.83
1846,87,473,269.42
1846,88,376.25,204
1846,89,297.33,160.17
1846,90,209.08,114.75
1846,91,169.5,92.58
1846,92,139.5,72.75
1846,93,115.5,53.5
1846,94,91.25,41.75
1846,95,71.67,35.5
1846,96,55.17,23.67
1846,97,37.5,15.92
1846,98,28.58,12.25
1846,99,22.83,9.83
1846,100,9.75,4.75
1846,101,6.75,2.5
1846,102,5.42,1.17
1846,103,3.08,0.92
1846,104,2,0.08
1846,105,1,0
1846,106,0.08,0
1846,107,0,0
1846,108,0,0
1846,109,0,0
1846,110,0,0
2018,0,27221.35,28939.16
2018,1,28373.98,30235.19
2018,2,29365.8,31263.05
2018,3,29499.86,31156.02
2018,4,29883.73,31309.09
2018,5,30401.12,31838.36
2018,6,30800.99,32510.75
2018,7,31437.84,33142.75
2018,8,32142.48,33831.64
2018,9,31989.82,33863.44
2018,10,31460.72,33200.88
2018,11,31188.4,32797.75
2018,12,30957.4,32428.05
2018,13,30730.63,32160.39
2018,14,30788.15,32339.83
2018,15,30114.14,31525.19
2018,16,30207.84,31725.91
2018,17,31249.4,33343.75
2018,18,32011.81,34566.75
2018,19,31705.79,34219.1
2018,20,31893.77,34225.83
2018,21,33075.46,35489.62
2018,22,33027.89,35426.67
2018,23,33443.13,35783.26
2018,24,33771.78,35802.19
2018,25,34539,36626.4
2018,26,35603.28,37608.95
2018,27,36998.79,38329.8
2018,28,37642.61,38823.9
2018,29,36985.19,38166.69
2018,30,36831.55,37806.32
2018,31,35568.86,36996.53
2018,32,35127.5,37009.99
2018,33,34799.35,36637.45
2018,34,34420.17,36537.46
2018,35,34188.57,36572.99
2018,36,34229.47,36147.36
2018,37,34201.16,36101.95
2018,38,33819.65,36006.49
2018,39,33854.8,36043.12
2018,40,32917.4,34971.99
2018,41,33195.66,35177.96
2018,42,33806.68,35772.29
2018,43,35111.51,36760.98
2018,44,36055.17,38026.53
2018,45,36565.56,38763.45
2018,46,37259.22,39220.27
2018,47,36998.43,38809.95
2018,48,37013.43,38893.35
2018,49,37535.05,39434.48
2018,50,36434.56,38213.24
2018,51,35753.17,37756.78
2018,52,35415.37,37683.96
2018,53,34848.37,36927.6
2018,54,33651.89,35250.58
2018,55,32871.32,34283.09
2018,56,31963.51,33451.77
2018,57,31446.85,32748.74
2018,58,31210.88,32530.8
2018,59,31152.26,32228.59
2018,60,30903.35,31548.5
2018,61,30541.02,30933.24
2018,62,30303.32,30577.55
2018,63,29613.99,29696.31
2018,64,28864.8,28671.22
2018,65,28731.9,28541.89
2018,66,27094.65,27207.59
2018,67,26800.1,26892.83
2018,68,26993.74,26826.71
2018,69,26824.33,26634.05
2018,70,27213.2,26729.44
2018,71,27841.74,26942.6
2018,72,26913.96,25711.32
2018,73,24260.11,22952.84
2018,74,22527.85,21146.34
2018,75,19630.89,18012.23
2018,76,17668.34,15715.14
2018,77,16236.6,14112.68
2018,78,16190.19,13704.82
2018,79,15247.39,12561.71
2018,80,14221.16,11421.86
2018,81,13048.44,10177.11
2018,82,12113.38,9032.42
2018,83,11402.32,8191.12
2018,84,10580.45,7394.89
2018,85,10297.79,6892.81
2018,86,9877.45,6210.59
2018,87,9415.23,5620.01
2018,88,8209.17,4655.83
2018,89,7261.33,3856.5
2018,90,6365,3200.67
2018,91,5574.17,2637.17
2018,92,4730.5,2122.67
2018,93,3922.17,1617.83
2018,94,3168.5,1160.33
2018,95,2440.17,827
2018,96,1892.83,541.83
2018,97,1408.33,358.5
2018,98,918,220.5
2018,99,564.17,130.83
2018,100,367.17,73.67
2018,101,223,38
2018,102,122.67,23.5
2018,103,77.83,18.33
2018,104,57.17,15.5
2018,105,31.5,9
2018,106,1.67,1
2018,107,0.5,0.5
2018,108,0,0
2018,109,0,0
2018,110,0,0
