"Año","Edad","Mujeres","Varones"
2016,77,142311.5,84948.33
2016,78,139141.5,80504.5
2016,79,136031.67,76149.33
2016,80,130738,70526.17
2016,81,122269.83,63702.5
2016,82,113195.33,57119
2016,83,107372.5,51991.83
2016,84,102044.17,47424.83
2016,85,94705,42419.67
2016,86,84067.33,36095.5
2016,87,71695.33,29357.83
2016,88,60192,22992
2016,89,50474.75,17763.25
2016,90,43435.36,14425.99
2016,91,34849.23,10977.38
2016,92,26718.76,8080.41
2016,93,20383.42,5956.09
2016,94,14041.04,3952.51
2016,95,9276.29,2606.4
2016,96,6186.56,1700.7
2016,97,3545.8,887.17
2016,98,1985.12,474.87
2016,99,1354.5,326.29
2016,100,982.6,215.57
2016,101,739.93,167.03
2016,102,499.99,118.4
2016,103,289.92,74.56
2016,104,161.28,44.04
2016,105,89.43,28.17
2016,106,44.57,15.3
2016,107,20.89,10.18
2016,108,11.21,6.95
2016,109,7.56,4.47
2016,110,2.96,1.41
