"Año","Edad","Mujeres","Varones"
1872,83,7599.16,8018.76
1872,84,6073,6482.71
1872,85,4769.62,5158.93
1872,86,3671.02,4043.02
1872,87,2772.51,3119.18
1872,88,2064.79,2369.76
1872,89,1514.63,1776.46
1872,90,1087.25,1309.91
1872,91,770.04,947.69
1872,92,538.09,674.56
1872,93,366.26,472.46
1872,94,244.39,325.1
1872,95,159.26,219.23
1872,96,101.07,145.24
1872,97,63.21,94.6
1872,98,38.62,60.55
1872,99,23.18,37.96
1872,100,13.42,22.77
1872,101,7.35,13.23
1872,102,4.22,7.52
1872,103,2.39,3.97
1872,104,0.94,1.95
1872,105,0.18,0.86
1872,106,0,0.32
1872,107,0,0.04
1872,108,0.26,0
1872,109,0.5,0
1872,110,0.25,0
2014,0,244436.34,258900.98
2014,1,254556.89,268894.21
2014,2,264173.17,279249.99
2014,3,269954.79,286271.81
2014,4,273906.98,290463.97
2014,5,278640.96,294648.54
2014,6,279901.08,295997.64
2014,7,278671.69,296139.72
2014,8,275746.2,293909.2
2014,9,280638.05,298192.07
2014,10,275338.67,291527.62
2014,11,276263.58,292535.28
2014,12,274604.83,290746.32
2014,13,280008.42,297952.63
2014,14,278961.23,296443.98
2014,15,276346.63,293725.52
2014,16,270546.62,288355.86
2014,17,280922.86,299756.47
2014,18,276657.71,296884.41
2014,19,278118.67,298445.45
2014,20,287013.44,305253.28
2014,21,296987.85,313901.65
2014,22,304825.09,320912.28
2014,23,308462.42,322697.59
2014,24,314916.11,326822.16
2014,25,318140.19,327910.27
2014,26,323355.73,331535.45
2014,27,318801.95,325548.03
2014,28,327507.13,331851.66
2014,29,339716.81,343716.11
2014,30,345425.77,349887.91
2014,31,355480.69,359044.11
2014,32,363157.68,365123.15
2014,33,369760.01,372325.55
2014,34,378598.89,381435.87
2014,35,399207.83,401015.02
2014,36,414607.21,415726.22
2014,37,431691.87,432023.69
2014,38,452047.15,452371.91
2014,39,474964.17,474419.55
2014,40,479030.51,477084.36
2014,41,483611.81,480951.18
2014,42,487042.31,482636.87
2014,43,489442.54,483958.85
2014,44,493107.21,487645.46
2014,45,497663.22,490211.43
2014,46,502002.61,492459.39
2014,47,501548.32,492158.08
2014,48,504003.2,495305.39
2014,49,509744.34,499788.17
2014,50,496559.22,483163.15
2014,51,474157.01,457406.17
2014,52,463392.58,445064.23
2014,53,450921.81,431431.93
2014,54,442456.17,422071.1
2014,55,425998.35,404147.9
2014,56,415506.72,392151.46
2014,57,406757.71,383479.26
2014,58,402855.38,378646.53
2014,59,396798.26,371428.52
2014,60,380533.23,355984.09
2014,61,372829.85,348154.67
2014,62,367218.22,341074.19
2014,63,376810.29,349674.98
2014,64,377975.88,349958.31
2014,65,396465.04,365695.48
2014,66,394028.62,362104.4
2014,67,394538.88,360630.41
2014,68,345479.44,312586.34
2014,69,305240.44,273101.2
2014,70,315682.02,278434.39
2014,71,317884.63,276224.3
2014,72,309271.75,265087.76
2014,73,336763.48,284543.72
2014,74,342770.6,285720.6
2014,75,332431.05,272180.76
2014,76,318567.4,255223.1
2014,77,289685.07,225545.76
2014,78,285129.71,215560.23
2014,79,278392.8,204630.94
2014,80,269767.32,191651.52
2014,81,253264.82,172800.28
2014,82,242028.58,158266.74
2014,83,240465.92,150190.01
2014,84,222463.22,132680.1
2014,85,199843.92,112805.79
2014,86,184951.8,98062.66
2014,87,167004.47,83207.1
2014,88,149304.83,69519.15
2014,89,129005.19,56617.03
2014,90,112655.37,46781.87
2014,91,95610.03,36786.55
2014,92,80756.54,29010.99
2014,93,62059.12,20989.68
2014,94,45724.99,14348.48
2014,95,20643.04,6034.75
2014,96,15405.44,4236.1
2014,97,12599.77,3304.19
2014,98,11747.15,2868.41
2014,99,9320.65,2124.44
2014,100,6201.62,1331.91
2014,101,4036.98,823.35
2014,102,2292.9,423.66
2014,103,1338.58,222.13
2014,104,716.17,107.82
2014,105,372.1,54.58
2014,106,179.72,20.81
2014,107,89.22,9.84
2014,108,40.14,3.08
2014,109,20.03,0.92
2014,110,10.94,0.23
