"Año","Edad","Mujeres","Varones"
2016,70,42924.04,39650.71
2016,71,41154.75,37713.26
2016,72,40490.49,36251.32
2016,73,38753.97,34355.81
2016,74,36486.15,31697.43
2016,75,33288.88,27834.75
2016,76,31921.11,26007.48
2016,77,30656.69,24647.29
2016,78,29364.36,23139.56
2016,79,28185.97,21630.05
2016,80,27549.54,20542.63
2016,81,26880.6,19510.41
2016,82,25126.65,17339.88
2016,83,23821.85,15791.03
2016,84,22468.41,14433.35
2016,85,21255.73,12865.82
2016,86,19506.28,11065.23
2016,87,17440.25,9476.17
2016,88,15420.98,7903.97
2016,89,13725.48,6595.65
2016,90,11797.22,5352.89
2016,91,9977.41,4241.72
2016,92,8217.1,3245.45
2016,93,6553.02,2423.91
2016,94,5293.19,1848.76
2016,95,3920.28,1292.4
2016,96,2736.03,871.44
2016,97,1619.64,488.92
2016,98,1118.81,310.49
2016,99,775.96,200.15
2016,100,492.48,124.9
2016,101,331.93,75.84
2016,102,202.23,47.26
2016,103,109.65,26.42
2016,104,55.26,11.51
2016,105,27.76,4.9
2016,106,11.91,2.12
2016,107,5.48,0.8
2016,108,2.65,0.18
2016,109,0.82,0
2016,110,0.31,0
