"Año","Edad","Mujeres","Varones"
2013,54,379115.5,308371.33
2013,55,371083.5,297057.5
2013,56,364145.33,286036
2013,57,352728.17,271980.83
2013,58,346759.67,262167.5
2013,59,337207.33,250199.67
2013,60,329805.83,240304.67
2013,61,335533.67,241502.83
2013,62,332212.5,235726.67
2013,63,337076.67,232892.5
2013,64,314157.33,211831.5
2013,65,269581.17,177677.17
2013,66,250260.5,158954.67
2013,67,204329.67,124464.67
2013,68,175381,102264.17
2013,69,177413.83,100667.83
2013,70,191563,106022.5
2013,71,247874,134792
2013,72,281394.5,150650
2013,73,292713.17,150587.33
2013,74,305542.5,150862
2013,75,307173.67,150106.67
2013,76,271099,132254.33
2013,77,212482,102753
2013,78,160814.33,76338
2013,79,122547.67,56107.5
2013,80,127249.27,55919.48
2013,81,136143.27,58199.57
2013,82,141372.99,58178.75
2013,83,138331.51,54178.24
2013,84,124107.41,46506.1
2013,85,109749.28,38849.66
2013,86,92330.34,29297
2013,87,76473.65,21238.11
2013,88,61374.33,15565.8
2013,89,47264.11,11141.19
2013,90,34283.94,7642.46
2013,91,23875.48,5200.05
2013,92,15410.34,3391.97
2013,93,10367.51,2236.89
2013,94,7786.04,1660.05
2013,95,4601.7,958.37
2013,96,2590.22,511.32
2013,97,2124.69,398.1
2013,98,1765.52,321.12
2013,99,1241.28,221.27
2013,100,789.21,137.94
2013,101,497.39,87.38
2013,102,283.34,52.88
2013,103,160.51,31.58
2013,104,81.5,16.66
2013,105,47.56,9.99
2013,106,27.03,5.4
2013,107,13.99,2.36
2013,108,6.9,0.61
2013,109,3.01,0
2013,110,0.93,0
