"Año","Edad","Mujeres","Varones"
2015,49,80024.93,73004.57
2015,50,80821.84,73551.5
2015,51,79676.13,72191.16
2015,52,79092.42,71665.58
2015,53,79046.54,71569.29
2015,54,78171.47,71298.32
2015,55,75653.75,69038.05
2015,56,74440.49,67118.21
2015,57,73897.81,66393.56
2015,58,71527.41,64198.12
2015,59,71416.25,63466.6
2015,60,71141.84,62919.12
2015,61,68960.87,60792.1
2015,62,69225.4,60138.48
2015,63,68657.18,59964.82
2015,64,68528.77,60490.56
2015,65,66053,58103.26
2015,66,67154.67,57872.87
2015,67,64474.27,53960.79
2015,68,60009.23,49387.27
2015,69,62792.44,50614.39
2015,70,60930.52,48352.36
2015,71,57101.48,45121.74
2015,72,55008.08,43123.62
2015,73,51127.08,39612.45
2015,74,51770.67,39715.07
2015,75,51564.98,38647.67
2015,76,52176.58,38485.49
2015,77,50007.88,35991.04
2015,78,49823.32,34842.67
2015,79,49999.38,34135.57
2015,80,46566.75,30835.62
2015,81,43649.71,28030.22
2015,82,41969.02,26009.77
2015,83,38901.46,23909.42
2015,84,36300.84,21325.13
2015,85,31595.28,17264.25
2015,86,27427.64,14153.99
2015,87,24229,11808.67
2015,88,21300.66,9826.83
2015,89,17578.81,7991.97
2015,90,14118.87,6493.13
2015,91,11786.81,5088.41
2015,92,9466.54,3788.39
2015,93,7298.02,2801.94
2015,94,5620.75,2015.45
2015,95,4058.89,1323.59
2015,96,2465.34,752.91
2015,97,1921.4,551.73
2015,98,1398.3,356.09
2015,99,983,223.79
2015,100,646.21,142.13
2015,101,418.76,80.81
2015,102,270.65,43.83
2015,103,159.04,22.37
2015,104,84.23,12.35
2015,105,46.59,3.83
2015,106,24.64,1.34
2015,107,15.65,0
2015,108,10.26,0
2015,109,3.7,0.33
2015,110,1.06,0
