"Año","Edad","Mujeres","Varones"
1950,0,86461.3,91160.99
1950,1,84858.52,88686.52
1950,2,90202.09,94143.54
1950,3,90623.12,94167
1950,4,81746.97,84372.77
1950,5,76679.61,78926.71
1950,6,75978.51,78521.35
1950,7,71603.58,74261.86
1950,8,65848.45,68337.55
1950,9,63172.83,65496.65
1950,10,59969.1,61670.35
1950,11,56057.89,57258.08
1950,12,53106.55,54202.41
1950,13,53041.46,54053.41
1950,14,53331.05,54128.37
1950,15,55760.08,56609.52
1950,16,58351.83,59992.1
1950,17,61175.52,63081.35
1950,18,64175.31,65799.82
1950,19,67652.08,69319.33
1950,20,67861.16,69272.1
1950,21,68206.1,69341.99
1950,22,67968.86,69885.85
1950,23,70310.57,73703.07
1950,24,72197.95,73272.7
1950,25,73526.86,70637.67
1950,26,76457.1,72940.73
1950,27,76718.47,73680.8
1950,28,78156.67,75087.19
1950,29,72749.79,70024.07
1950,30,68470.29,65694.67
1950,31,41979.46,40153.06
1950,32,34559.25,33292.12
1950,33,36663.26,35498.76
1950,34,45377.25,43545.2
1950,35,61734.47,58849.44
1950,36,73077.55,69937.75
1950,37,74224.25,71479.29
1950,38,74389.15,72149.49
1950,39,75459.43,73458.66
1950,40,76277.08,74106.87
1950,41,75537.42,73512.83
1950,42,73876.54,72062.8
1950,43,73387.63,71296.33
1950,44,71259.81,68746.94
1950,45,69479.43,66787.43
1950,46,69704.18,67120.44
1950,47,69506.08,66875.92
1950,48,68982.88,65880.34
1950,49,67494.51,63361.85
1950,50,65429.94,60094.59
1950,51,63063.34,56150.55
1950,52,60931.05,52924.8
1950,53,59361.67,50362.8
1950,54,57675.2,47836.44
1950,55,55020.48,45319.37
1950,56,52042.58,42556.35
1950,57,49266.46,39867.08
1950,58,47225.02,38363.93
1950,59,45466.53,37018.29
1950,60,43835.79,35151.28
1950,61,43243.34,34089.4
1950,62,42086.61,32990.09
1950,63,40218.02,31561.05
1950,64,38687.42,30289.44
1950,65,37434.6,29100.25
1950,66,35551.8,27597.61
1950,67,33940.05,26314.81
1950,68,31901.78,24490.15
1950,69,29458.96,22547.38
1950,70,28354.56,21663.17
1950,71,27294.22,20591.2
1950,72,24755.79,18667.33
1950,73,22329.43,16789.66
1950,74,21008.37,15560.56
1950,75,19527.79,14421.11
1950,76,17790.01,13119
1950,77,15690.95,11396.21
1950,78,13368.23,9960.21
1950,79,11731.91,8881.22
1950,80,10274.24,7516.54
1950,81,8770.02,6271.13
1950,82,7271.82,5162.35
1950,83,6023.07,4141.07
1950,84,4891.53,3251.78
1950,85,3849.95,2493.9
1950,86,3127.57,1919.93
1950,87,2404.05,1459.54
1950,88,1722.7,1079.29
1950,89,1303.28,753.48
1950,90,976.35,537.5
1950,91,678.95,371.52
1950,92,446.8,241.67
1950,93,298.49,152.08
1950,94,184.59,81.06
1950,95,103.16,48.8
1950,96,66.16,31.5
1950,97,37.16,15.73
1950,98,17.33,8.84
1950,99,11.2,4
1950,100,8.44,2
1950,101,2.36,1.12
1950,102,0.27,0.26
1950,103,0,0
1950,104,0,0
1950,105,0,0
1950,106,0,0
1950,107,0,0
1950,108,0,0
1950,109,0,0
1950,110,0,0
2017,0,55151.58,58084.17
2017,1,54755.02,57686.18
2017,2,54558.54,57472.94
2017,3,53752.73,56579.8
2017,4,53555.53,56157.55
2017,5,53311.52,55964.85
2017,6,56079.98,59125.88
2017,7,59155.51,62012.94
2017,8,59748.6,62474.11
2017,9,59490.26,62196.77
2017,10,55402.69,58268.32
2017,11,51328.63,54268.43
2017,12,49169.32,51962.09
2017,13,46849.66,49641.05
2017,14,45692.59,48309.81
2017,15,45142.95,47738.67
2017,16,44385.78,47282.65
2017,17,44269.59,46986.79
2017,18,44763.01,46924.22
2017,19,45153.24,47275.56
2017,20,45853.28,47942.89
2017,21,47321.07,49513.53
2017,22,50751.43,53112.16
2017,23,58110.45,60835
2017,24,61371.7,64463.7
2017,25,62694.38,66106.46
2017,26,67246.96,70532.1
2017,27,66092.28,68793.9
2017,28,68181.74,70928.1
2017,29,68441.51,71727.21
2017,30,68922.72,73194.05
2017,31,69875.66,74287.71
2017,32,70844.05,75356.24
2017,33,71167.31,75871.31
2017,34,71848.08,76293.94
2017,35,73128.37,77533.02
2017,36,74280.88,79289.23
2017,37,81008.89,86454.93
2017,38,86630.03,91875.32
2017,39,88421.09,93400.68
2017,40,90056.59,95147.09
2017,41,92297.03,97161.7
2017,42,93203.85,98028.37
2017,43,91871.7,97427.36
2017,44,83601.38,88753.89
2017,45,76059.85,80222.15
2017,46,73864.78,77588.85
2017,47,70211.25,73911.5
2017,48,67691.69,71180.14
2017,49,65781.59,68849.39
2017,50,66442.36,69247.24
2017,51,67451.54,69900.61
2017,52,70968.36,73496.41
2017,53,72503.59,74506.03
2017,54,65904.26,67036.76
2017,55,62630.57,63294.4
2017,56,60850.32,61284.48
2017,57,59979.22,60150.95
2017,58,61146.14,60126.89
2017,59,68942.75,66661.36
2017,60,71010.44,67756.94
2017,61,72739.47,68484.27
2017,62,73692.45,68399.02
2017,63,73615.73,67498.77
2017,64,74359.65,67319.35
2017,65,75539.16,66869.28
2017,66,75206.43,65569.71
2017,67,72569.06,62514.71
2017,68,71534.55,60812.72
2017,69,75173.88,62700.49
2017,70,74549.86,60467.92
2017,71,65142.09,51211.4
